data,hora,t,prec,q_obs
10/19/2002,0.0625,9215,0,0.113969733
10/19/2002,0.083333333,9215.5,0,0.114428173
10/20/2002,0.104166667,9216,0,0.114651888
10/20/2002,0.125,9216.5,0,0.11487604
10/20/2002,0.145833333,9217,0,0.115331893
10/20/2002,0.166666667,9217.5,0,0.115331893
10/20/2002,0.1875,9218,0,0.115331893
10/20/2002,0.208333333,9218.5,0,0.115563619
10/20/2002,0.229166667,9219,0,0.115789554
10/20/2002,0.25,9219.5,0,0.115789554
10/20/2002,0.270833333,9220,0,0.115789554
10/20/2002,0.291666667,9220.5,0,0.115789554
10/20/2002,0.3125,9221,0,0.116015931
10/20/2002,0.333333333,9221.5,0,0.1160222
10/20/2002,0.354166667,9222,0,0.116249032
10/20/2002,0.375,9222.5,0,0.116249032
10/20/2002,0.395833333,9223,0,0.116249032
10/20/2002,0.416666667,9223.5,0,0.116249032
10/20/2002,0.4375,9224,0,0.116015931
10/20/2002,0.458333333,9224.5,0,0.116015931
10/20/2002,0.479166667,9225,0,0.115331893
10/20/2002,0.5,9225.5,0,0.11487604
10/20/2002,0.520833333,9226,0,0.114198723
10/20/2002,0.541666667,9226.5,0,0.113741202
10/20/2002,0.5625,9227,0,0.112623662
10/20/2002,0.583333333,9227.5,0,0.111735125
10/20/2002,0.604166667,9228,0,0.111511075
10/20/2002,0.625,9228.5,0,0.110415446
10/20/2002,0.645833333,9229,0,0.109330582
10/20/2002,0.666666667,9229.5,0,0.108468026
10/20/2002,0.6875,9230,0,0.107396492
10/20/2002,0.708333333,9230.5,0,0.106972004
10/20/2002,0.729166667,9231,0,0.106549194
10/20/2002,0.75,9231.5,0,0.105920973
10/20/2002,0.770833333,9232,0,0.105708581
10/20/2002,0.791666667,9232.5,0,0.105290765
10/20/2002,0.8125,9233,0,0.105296455
10/20/2002,0.833333333,9233.5,0,0.105085316
10/20/2002,0.854166667,9234,0,0.105296455
10/20/2002,0.875,9234.5,0,0.105502317
10/20/2002,0.895833333,9235,0,0.105708581
10/20/2002,0.916666667,9235.5,0,0.105920973
10/20/2002,0.9375,9236,0,0.106549194
10/20/2002,0.958333333,9236.5,0,0.106757505
10/20/2002,0.979166667,9237,0,0.106972004
10/20/2002,0,9237.5,0,0.106972004
10/20/2002,0.020833333,9238,0,0.107186934
10/20/2002,0.041666667,9238.5,0,0.107822664
10/20/2002,0.0625,9239,0,0.108039303
10/20/2002,0.083333333,9239.5,0,0.108468026
10/21/2002,0.104166667,9240,0,0.108685961
10/21/2002,0.125,9240.5,0,0.109111354
10/21/2002,0.145833333,9241,0,0.109111354
10/21/2002,0.166666667,9241.5,0,0.109330582
10/21/2002,0.1875,9242,0,0.109330582
10/21/2002,0.208333333,9242.5,0,0.109764429
10/21/2002,0.229166667,9243,0,0.110415446
10/21/2002,0.25,9243.5,0,0.110415446
10/21/2002,0.270833333,9244,0,0.110415446
10/21/2002,0.291666667,9244.5,0,0.110637295
10/21/2002,0.3125,9245,0,0.110637295
10/21/2002,0.333333333,9245.5,0,0.110853598
10/21/2002,0.354166667,9246,0,0.111511075
10/21/2002,0.375,9246.5,0,0.111511075
10/21/2002,0.395833333,9247,0,0.111293489
10/21/2002,0.416666667,9247.5,0,0.111511075
10/21/2002,0.4375,9248,0,0.111511075
10/21/2002,0.458333333,9248.5,0,0.110853598
10/21/2002,0.479166667,9249,0,0.110415446
10/21/2002,0.5,9249.5,0,0.109979026
10/21/2002,0.520833333,9250,0,0.109330582
10/21/2002,0.541666667,9250.5,0,0.108685961
10/21/2002,0.5625,9251,0,0.107828491
10/21/2002,0.583333333,9251.5,0,0.106972004
10/21/2002,0.604166667,9252,0,0.106128055
10/21/2002,0.625,9252.5,0,0.105502317
10/21/2002,0.645833333,9253,0,0.1048746
10/21/2002,0.666666667,9253.5,0,0.104047199
10/21/2002,0.6875,9254,0,0.10343373
10/21/2002,0.708333333,9254.5,0,0.102818321
10/21/2002,0.729166667,9255,0,0.102411928
10/21/2002,0.75,9255.5,0,0.102007142
10/21/2002,0.770833333,9256,0,0.101808101
10/21/2002,0.791666667,9256.5,0,0.101603956
10/21/2002,0.8125,9257,0,0.101603956
10/21/2002,0.833333333,9257.5,0,0.101603956
10/21/2002,0.854166667,9258,0,0.101808101
10/21/2002,0.875,9258.5,0,0.101808101
10/21/2002,0.895833333,9259,0,0.102411928
10/21/2002,0.916666667,9259.5,0,0.102612151
10/21/2002,0.9375,9260,0,0.102818321
10/21/2002,0.958333333,9260.5,0,0.103024905
10/21/2002,0.979166667,9261,0,0.10343373
10/21/2002,0,9261.5,0,0.103844177
10/21/2002,0.020833333,9262,0,0.103844177
10/21/2002,0.041666667,9262.5,0,0.104460081
10/21/2002,0.0625,9263,0,0.1048746
10/21/2002,0.083333333,9263.5,0,0.1048746
10/22/2002,0.104166667,9264,0,0.105085316
10/22/2002,0.125,9264.5,0,0.105296455
10/22/2002,0.145833333,9265,0,0.105708581
10/22/2002,0.166666667,9265.5,0,0.105920973
10/22/2002,0.1875,9266,0,0.106341289
10/22/2002,0.208333333,9266.5,0,0.106757505
10/22/2002,0.229166667,9267,0,0.106757505
10/22/2002,0.25,9267.5,0,0.106972004
10/22/2002,0.270833333,9268,0,0.107186934
10/22/2002,0.291666667,9268.5,0,0.107186934
10/22/2002,0.3125,9269,0,0.107402295
10/22/2002,0.333333333,9269.5,0,0.108039303
10/22/2002,0.354166667,9270,0,0.108256377
10/22/2002,0.375,9270.5,0,0.108256377
10/22/2002,0.395833333,9271,0,0.108468026
10/22/2002,0.416666667,9271.5,0,0.108468026
10/22/2002,0.4375,9272,0,0.108039303
10/22/2002,0.458333333,9272.5,0,0.107402295
10/22/2002,0.479166667,9273,0,0.107186934
10/22/2002,0.5,9273.5,0,0.106757505
10/22/2002,0.520833333,9274,0,0.105920973
10/22/2002,0.541666667,9274.5,0,0.105290765
10/22/2002,0.5625,9275,0,0.1048746
10/22/2002,0.583333333,9275.5,0,0.103844177
10/22/2002,0.604166667,9276,0,0.103024905
10/22/2002,0.625,9276.5,0,0.102411928
10/22/2002,0.645833333,9277,0,0.101808101
10/22/2002,0.666666667,9277.5,0,0.100605668
10/22/2002,0.6875,9278,0,0.100007085
10/22/2002,0.708333333,9278.5,0,0.099611804
10/22/2002,0.729166667,9279,0,0.098831264
10/22/2002,0.75,9279.5,0,0.098633089
10/22/2002,0.770833333,9280,0,0.098435311
10/22/2002,0.791666667,9280.5,0,0.09823793
10/22/2002,0.8125,9281,0,0.098046243
10/22/2002,0.833333333,9281.5,0,0.09823793
10/22/2002,0.854166667,9282,0,0.09823793
10/22/2002,0.875,9282.5,0,0.098435311
10/22/2002,0.895833333,9283,0,0.098435311
10/22/2002,0.916666667,9283.5,0,0.098633089
10/22/2002,0.9375,9284,0,0.099024486
10/22/2002,0.958333333,9284.5,0,0.099611804
10/22/2002,0.979166667,9285,0,0.099811946
10/22/2002,0,9285.5,0,0.100208021
10/22/2002,0.020833333,9286,0,0.100403934
10/22/2002,0.041666667,9286.5,0,0.100807806
10/22/2002,0.0625,9287,0,0.101405701
10/22/2002,0.083333333,9287.5,0,0.101808101
10/23/2002,0.104166667,9288,0,0.102212097
10/23/2002,0.125,9288.5,0,0.102818321
10/23/2002,0.145833333,9289,0,0.103024905
10/23/2002,0.166666667,9289.5,0,0.103024905
10/23/2002,0.1875,9290,0,0.103231904
10/23/2002,0.208333333,9290.5,0,0.103024905
10/23/2002,0.229166667,9291,0,0.10343373
10/23/2002,0.25,9291.5,0,0.103844177
10/23/2002,0.270833333,9292,0,0.103844177
10/23/2002,0.291666667,9292.5,0,0.104052822
10/23/2002,0.3125,9293,0,0.104669963
10/23/2002,0.333333333,9293.5,0,0.1048746
